26,1.0,郑州路桥建设投资集团有限公司,2,4,13,李爱平,2003-11-20,45570万人民币,郑州市建设投资集团有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,田发亮,1,6
27,0.0,海诺尔（宜宾）环保发电有限公司,,0,,,2014-01-21,16700.000000万人民币,海诺尔环保产业股份有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,骆毅力,,
28,0.0,中广国际传媒（北京）有限公司,,11,7,,2011-07-26,300.000000万人民币,中广国际广告公司,上海纽博文化传播发展有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.00%,,,,,,,,,,,49.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,王斌,,
29,0.0,国家电力投资集团公司,22,38,80,,2003-03-31,4500000 万人民币,国务院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,王炳华,8,
30,0.0,辽宁鼎辉投资集团有限公司,7,0,2,,2013-06-26,10000.000000万人民币,王龙清,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
31,0.0,中国东方资产管理股份有限公司,26,471,384,,1999-10-27,5536278.632600万人民币,财政部,全国社会保障基金理事会,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.00%,,,,,,,,,,,2.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,张子艾,,17
32,0.0,北京国电华北电力工程有限公司,7,20,2,,1998-12-16,5000 万人民币,中国电力工程顾问集团华北电力设计院有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,李兴利,117,
33,0.0,中国国药集团（香港）有限公司,,0,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
34,0.0,中国恒天集团有限公司,2,179,32,刘海涛,1988-09-09,325721.25 万人民币,国资委,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,张杰,,
35,0.0,中国华电集团有限公司,19,0,59,温枢刚,2017-12-22,3700000 万人民币,国务院国有资产监督管理委员会,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,赵建国,7,
36,0.0,中国华能集团有限公司,4,0,71,,2017-12-28,3490000 万人民币,国务院国有资产监督管理委员会,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,曹培玺,221,1
37,0.0,中国民族书画院有限公司,,0,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
38,0.0,中国农业银行股份有限公司,26220,1231,120,,1986-12-18,32479411.700000万人民币,中央汇金投资有限责任公司,中华人民共和国财政部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.00%,,,,,,,,,,,50.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,赵欢,479,2600
39,0.0,中国商用飞机有限责任公司,6,47,12,,2008-03-28,2420000.000000万人民币,国务院国有资产监督管理委员会,上海国盛（集团）有限公司,中国航空工业集团公司,中国铝业公司,中国中化股份有限公司,中国宝武钢铁集团有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.41%,,,,,,,,,,,20.66%,,,,,,,,,,,16.53%,,,,,,,,,,,4.13%,4.13%,4.13%,,,,0,贺东风,964,67
40,0.0,中国石化长城能源化工有限公司,,29,6,,2012-08-27,2276066.138490万人民币,中国石油化工股份有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
41,0.0,中国石油管道局工程有限公司,18,154,31,,2000-02-17,500670.440000万人民币,中国石油集团工程有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,242,1
42,0.0,中国铁道建筑有限公司,2,0,39,,2017-12-11,900000 万人民币,国务院国有资产监督管理委员会,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,孟凤朝,14,
43,0.0,通号城市轨道交通技术有限公司,,0,,,2010-05-06,10000 万人民币,中国铁路通信信号股份有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,牛建华,,1
44,0.0,中国远扬国际贸易集团有限公司,,0,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
45,0.0,中车南京浦镇车辆有限公司,,6,17,李定南,2007-06-27,216791.000000万人民币,中国中车股份有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,赵大斌,1234,
46,0.0,中国中化集团有限公司,23,0,54,,2017-12-21,4340421.000000万人民币,国务院国有资产监督管理委员会,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,宁高宁,54,10
47,0.0,中铁八局集团市政工程有限公司,2,102,,,2006-11-09,10000.000000万人民币,中铁八局集团有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,5,
48,0.0,中铁五局集团第六工程有限责任公司,37,0,2,曹良华,2000-06-12,15000.000000万人民币,中铁五局（集团）有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,陆劲松,50,
49,0.0,中国中元国际工程有限公司,15,29,13,刘小虎,1987-08-15,62000 万人民币,中国机械工业集团有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,丁建,75,71
50,0.0,中交一航局第四工程有限公司,18,83,7,王金超,1980-12-19,30000.000000万人民币,中交第一航务工程局有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,148,4
,PPP项目数,公司名称,分支机构,周边风险,对外投资,总经理,注册时间,注册资本,股东1,股东2,股东3,股东4,股东5,股东6,股东7,股东8,股东9,股东10,股东11,股东12,股东13,股东14,股东15,股东16,股东17,股东18,股东19,股东20,股东21,股东22,股东23,股东24,股东25,股东26,股东27,股东28,股东29,股东30,股东31,股东32,股东33,股东34,股东35,股东36,股东37,股东38,股东39,股东40,股东41,股东42,股东43,股东44,股东45,股东46,股东47,股东48,股东49,股东10持股比例,股东11持股比例,股东12持股比例,股东13持股比例,股东14持股比例,股东15持股比例,股东16持股比例,股东17持股比例,股东18持股比例,股东19持股比例,股东1持股比例,股东20持股比例,股东21持股比例,股东22持股比例,股东23持股比例,股东24持股比例,股东25持股比例,股东26持股比例,股东27持股比例,股东28持股比例,股东29持股比例,股东2持股比例,股东30持股比例,股东31持股比例,股东32持股比例,股东33持股比例,股东34持股比例,股东35持股比例,股东36持股比例,股东37持股比例,股东38持股比例,股东39持股比例,股东3持股比例,股东40持股比例,股东41持股比例,股东42持股比例,股东43持股比例,股东44持股比例,股东45持股比例,股东46持股比例,股东47持股比例,股东48持股比例,股东49持股比例,股东4持股比例,股东5持股比例,股东6持股比例,股东7持股比例,股东8持股比例,股东9持股比例,自身风险,董事长,专利,招投标项目总数
0,0.0,中国中煤能源集团有限公司,11,118,34,彭毅,1982-07-26,1557111.3 万人民币,国务院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,李延江,60,1
1,1.0,中设设计集团股份有限公司,47,22,30,刘鹏,2005-08-12,20800.000000万人民币,苟联盟,施彦平,张福昌,李森,韩大章,赵雨忠,季民,李军海,蔡伟,王仙美,李晓辉,马腾云,陈璐,孙大松,胡俊鹏,王君,徐永军,赵东,周彦锋,聂蓉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,未公开,未公开,未公开,未公开,未公开,未公开,未公开,未公开,未公开,未公开,26.73%,未公开,,,,,,,,,,未公开,,,,,,,,,,,未公开,,,,,,,,,,,未公开,未公开,未公开,未公开,未公开,未公开,2,杨卫东,276,172
2,0.0,中国石油天然气集团有限公司,1,0,125,章建华,2017-12-15,48690000 万人民币,国务院国有资产监督管理委员会,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,王宜林,7930,3
3,5.0,中铁城建集团有限公司,22,106,15,倪真,2013-12-16,200000.000000万人民币,中国铁建股份有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,罗海滨,93,8
4,3.0,中铁高新工业股份有限公司,1,25,17,李建斌,1999-09-24,222155.158800万人民币,有限售条件流通股,无限售条件流通股,增资1,增资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,未公开,,,,,,,,,,,未公开,,,,,,,,,,,未公开,,,,,,,,,,,未公开,,,,,,114,易铁军,442,6
5,4.0,中铁二十四局集团有限公司,35,185,28,王立新,1990-09-18,200000.000000万人民币,中国铁建股份有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,王立新,272,10
6,0.0,中铁国建工程集团有限公司,,4,15,,2014-05-21,16789 万元 人民币,中铁国建投资基金管理（北京）有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
7,6.0,中铁三局集团有限公司,55,355,49,郝刚,1985-12-25,350000.000000万人民币,中国中铁股份有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271,刘宝龙,842,13
8,1.0,中铁十八局集团第四工程有限公司,21,311,,,2006-11-01,40000.000000万人民币,中铁十八局集团有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,53,9
9,2.0,中铁十局集团有限公司,91,618,49,李学民,1993-02-21,200000.000000万人民币,中国中铁股份有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267,杨兰松,247,33
10,0.0,中铁十五局集团第五工程有限公司,22,553,4,李文兵,1988-04-07,50686.000000万人民币,中铁十五局集团有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287,,51,9
11,0.0,中铁十一局集团第三工程有限公司,23,221,6,,2001-09-26,100100.000000万人民币,中铁十一局集团有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,77,3
12,5.0,中铁四院集团投资有限公司,,1,2,陈树堂,2015-03-05,200000.000000万人民币,中铁第四勘察设计院集团有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,5
13,0.0,中国中信集团有限公司,14,82,29,王炯,1982-09-15,20531147.635903 万人民币,国务院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,常振明,,
14,0.0,上海信开水务产业有限公司,,0,6,,2003-01-13,48000.000000万人民币,信开水环境投资有限公司,中国水环境集团（香港）有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.05%,,,,,,,,,,,40.95%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,李国山,56,
15,1.0,中信泰富（中国）投资有限公司,,161,9,刘明君,2000-10-27,10000万美元,原域有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,费怡平,,1
16,0.0,中国电影股份有限公司,5,160,41,江平,2010-12-09,186700.000000万人民币,中国联合网络通信集团有限公司,中国电影集团公司,中国国际电视总公司,湖南电广传媒股份有限公司,长影集团有限责任公司,江苏省广播电视集团有限公司,央广传媒发展总公司,北京歌华有线电视网络股份有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,未公开,,,,,,,,,,,95.88%,,,,,,,,,,,1.03%,,,,,,,,,,,未公开,1.03%,1.03%,1.03%,未公开,,2,喇培康,,1
17,0.0,重庆港务物流集团有限公司,9,184,35,熊维明,2006-07-25,358066.387551万人民币,重庆两江新区管理委员会,国开发展基金有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.05%,,,,,,,,,,,1.95%,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,杨昌学,,1
18,0.0,重庆耐德新明和工业有限公司,3,17,2,王旭,2006-11-22,920.000000万美元,重庆耐德工业股份有限公司,新明和工业株式会社,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.00%,,,,,,,,,,,49.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,中田诚,186,125
19,5.0,重庆三峰环境产业集团有限公司,1,62,28,王小军,2009-12-04,126674.829600万人民币,重庆德润环境有限公司,中信环境投资集团有限公司,重庆市水务资产经营有限公司,重庆市地产集团,中国信达资产管理股份有限公司,西证股权投资有限公司,重庆市涪陵国有资产投资经营集团有限公司,杭州汉石投资管理服务有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.12%,,,,,,,,,,,14.86%,,,,,,,,,,,11.05%,,,,,,,,,,,7.89%,4.74%,3.16%,0.79%,0.39%,,1,雷钦平,21,14
20,3.0,重庆建工集团股份有限公司,25,1654,33,陈晓,1998-04-21,181450.000000万人民币,重庆建工投资控股有限责任公司,重庆市城市建设投资（集团）有限公司,其它股东,中国华融资产管理股份有限公司,重庆市江北嘴中央商务区投资集团有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.43%,,,,,,,,,,,3.58%,,,,,,,,,,,3.47%,,,,,,,,,,,3.31%,2.21%,,,,,174,魏福生,394,5
21,0.0,舟基（集团）有限公司,2,55,33,王海燕,2001-09-03,120000.000000万人民币,小可控股有限公司,黄善年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.17%,,,,,,,,,,,45.83%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,黄善年,,
22,0.0,遂平仁安医院管理中心（普通合伙）,,0,2,,2015-08-25,-,崔彦如,李富国,刘剑,王新安,李颖,孙江宏,李长江,赵岩江,段金莲,李起东,张惠军,王富平,柯凤云,周志云,徐春华,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,未公开,未公开,未公开,未公开,未公开,未公开,,,,,未公开,,,,,,,,,,,未公开,,,,,,,,,,,未公开,,,,,,,,,,,未公开,未公开,未公开,未公开,未公开,未公开,0,,,
23,0.0,涿鹿达华房地产开发有限公司,,1,2,杜永林,2008-05-21,1500.000000万人民币,北京达华国发农业开发有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
24,0.0,涿鹿三祖文化产业开发有限责任公司,,0,,许汉宇,2010-02-08,10.000000万人民币,许汉宇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,
25,0.0,阿尔山市睦邻口岸开发有限公司,,0,1,王额尔敦都冷,2007-08-28,5000.000000万人民币,阿尔山市财政局,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,海宝,,
26,0.0,阿克苏地区金鼎水利水电工程有限责任公司,3,11,5,赛麦提·艾麦提,2002-05-24,1000.000000万人民币,张巨光,罗登安,托合提·吐尔迪,吴建新,赛麦提·艾麦提,努尔冬·米力扎克,牙生·努尔,武志平,海本涛,李海详,窦祥,许桂珍,托乎提·克比尔,那斯·阿巴斯,莫明·阿不拉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54%,0.34%,0.34%,0.34%,0.34%,0.34%,,,,,89.24%,,,,,,,,,,,3.06%,,,,,,,,,,,1.09%,,,,,,,,,,,0.95%,0.68%,0.68%,0.68%,0.68%,0.68%,1,张巨光,,
27,0.0,阿克苏纺城供排水有限公司,,0,2,,2015-01-09,315300.000000万人民币,阿克苏鹏达投资有限责任公司,中国农发重点建设基金有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,未公开,,,,,,,,,,,未公开,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,高建红,,
28,0.0,阿克苏纺织城发展有限责任公司,,1,11,凌海,2011-10-08,510000.000000万人民币,阿克苏纺织工业城（开发区）国有资产管理办公室,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,凌海,,
29,0.0,阿图什康泉供排水有限责任公司,1,0,2,刘刚,2006-02-27,2530.000000万人民币,中国农发重点建设基金有限公司,阿图什康泉供排水有限责任公司工会,克孜勒苏柯尔克孜自治州国有资产投资经营有限责任公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.05%,,,,,,,,,,,未公开,,,,,,,,,,,未公开,,,,,,,,,,,,,,,,,2,徐延秀,,
30,0.0,阿图什市新兴建设投资有限公司,,1,1,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
31,0.0,安徽国祯集团股份有限公司,1,123,23,刘莎,1994-06-30,8281.000000万人民币,李炜,刘云星,林莲初,张德军,马立华,吕伟明,徐泽华,刘家兰,刘庆华,杨小健,李徽（未）,刘国民,樊硕望,张云,孙群（未）,华寿康（未）,任汉,顾宗理,吴春,金家安（未）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.01%,<0.01%,<0.01%,<0.01%,<0.01%,<0.01%,<0.01%,<0.01%,<0.01%,0.01%,63.59%,<0.01%,,,,,,,,,,0.11%,,,,,,,,,,,0.08%,,,,,,,,,,,0.07%,0.05%,0.03%,0.02%,0.02%,<0.01%,4,李炜,,
32,2.0,安徽华力建设集团有限公司,34,182,23,,2001-05-15,120000.000000万人民币,安徽省华力控股有限公司,常前仓,常维平,王坤,朱正应,徐敏,梅声涛,胡吕俊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.83%,,,,,,,,,,,2.12%,,,,,,,,,,,0.42%,,,,,,,,,,,0.42%,0.42%,0.42%,0.25%,0.12%,,119,常前仓,23,16
33,1.0,安徽华骐环保科技股份有限公司,1,7,12,郑杰,2002-04-27,6193.3098万人民币,李小英,朱晓燕,蓝勇,邵迎,杨伟真,程立松,岳月发,胡强国,刘琪,杨秋雯,尚世春,叶文丽,吴浩汀,李桂芹,范春梅,兰萍,金康,张巧珍,刘式高,杜培明,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01%,1.01%,0.93%,0.72%,0.67%,0.48%,0.34%,0.30%,0.24%,0.16%,4.64%,0.15%,,,,,,,,,,4.03%,,,,,,,,,,,3.37%,,,,,,,,,,,2.36%,1.85%,1.68%,1.24%,1.21%,1.18%,9,王健,57,1
34,1.0,安徽环境科技股份有限公司,,29,4,方降龙,2015-09-28,30000万人民币,安徽安振产业投资集团有限公司,中煤矿山建设集团有限责任公司,安徽省交通控股集团有限公司,安徽淮海实业发展集团有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.00%,,,,,,,,,,,34.00%,,,,,,,,,,,18.00%,,,,,,,,,,,10.00%,,,,,,0,方降龙,,1
35,6.0,安徽建工集团有限公司,61,23,11,唐志海,1989-05-06,52000.000000万人民币,安徽省水利建筑工程总公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,赵时运,60,13
36,1.0,安徽金鹏建设集团股份有限公司,8,1,7,孙元祥,1997-03-17,100000万人民币,孙元祥,孙元兵,孙元武,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,未公开,,,,,,,,,,,未公开,,,,,,,,,,,未公开,,,,,,,,,,,,,,,,,29,孙元武,10,2
37,3.0,安徽开源路桥有限责任公司,8,124,10,黄风雷,1997-12-05,50095.000000万人民币,中煤第三建设（集团）有限责任公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,11,3
38,0.0,安徽乐行城市建设集团有限公司,,3,34,李阳,2013-11-13,100000万人民币,涡阳县财政局,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,杜世峰,,
39,0.0,安徽莫愁建设有限公司,9,0,3,孙闻,1998-02-12,3480.000000万人民币,孙闻,孙盼,何金枝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.65%,,,,,,,,,,,37.90%,,,,,,,,,,,3.45%,,,,,,,,,,,,,,,,,6,,,1
40,0.0,安徽潜山县投资有限公司,,78,7,洪飞,2005-09-09,150000.000000万人民币,潜山县人民政府,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,洪飞,,
41,0.0,安徽全丰建筑安装有限公司,1,1,2,王光帅,2003-12-29,10018万人民币,常明,操月平,王光帅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.86%,,,,,,,,,,,18.97%,,,,,,,,,,,1.18%,,,,,,,,,,,,,,,,,1,,,
42,0.0,安徽省怀宁县城乡建设投资发展有限责任公司,,5,7,陈一淼,2008-12-01,105000.000000万人民币,怀宁县财政局,中国农发重点建设基金有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.24%,,,,,,,,,,,4.76%,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,陈一淼,,
43,6.0,安徽省路网交通建设集团股份有限公司,2,440,25,刘柏青,2004-04-27,30000万人民币,江苏南通三建集团股份有限公司,刘义富,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.00%,,,,,,,,,,,45.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,刘义富,1,9
44,0.0,安徽省天海工程建设有限公司,1,0,1,,2010-11-05,20060万人民币,潘沁,张军,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.00%,,,,,,,,,,,8.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
45,1.0,安徽省新路建设工程集团有限责任公司,5,4,10,韩恒忠,1997-12-28,50089.6万人民币,阜阳交通能源投资有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,唐谦,25,7
